"hotel";"can";"lt";"arr_m";"arr_wn";"s_wend_n";"s_wday_n";"adults";"children";"babies";"meal";"country";"d_wl";"adr";"res_s";"arr"
"City Hotel";"0";22;"November";"45";0;4;2;0;0;"BB";"GBR";0;111;"Check-Out";2016-11-01
"Resort Hotel";"0";3;"October";"44";1;0;1;0;0;"BB";"PRT";0;37.31;"Check-Out";2016-10-24
"City Hotel";"1";52;"March";"11";1;1;1;0;0;"BB";"PRT";0;80;"Canceled";2017-03-13
"City Hotel";"1";206;"July";"31";3;5;2;1;0;"BB";"PRT";0;82.2;"Canceled";2015-07-26
"City Hotel";"0";41;"September";"36";0;1;2;0;0;"HB";"ITA";38;110;"Check-Out";2015-09-04
"City Hotel";"0";3;"October";"43";2;3;1;0;0;"BB";"PRT";0;95;"Check-Out";2016-10-16
"City Hotel";"1";50;"March";"14";1;3;2;0;0;"BB";"PRT";0;65;"Canceled";2016-03-31
"City Hotel";"0";396;"June";"26";2;0;2;0;0;"HB";"DEU";0;122.4;"Check-Out";2017-06-25
"Resort Hotel";"0";364;"October";"42";0;4;1;0;0;"BB";"GBR";0;60;"Check-Out";2016-10-12
"Resort Hotel";"1";60;"April";"15";1;2;2;0;0;"BB";"GBR";0;91.67;"Canceled";2017-04-14
"City Hotel";"0";119;"December";"53";0;3;2;1;0;"HB";"CHE";0;202.33;"Check-Out";2016-12-28
"City Hotel";"0";2;"January";"2";0;3;2;0;0;"SC";"ESP";0;84;"Check-Out";2016-01-06
"Resort Hotel";"1";1;"September";"39";0;3;2;0;0;"BB";"DEU";0;129;"Canceled";2015-09-22
"Resort Hotel";"1";78;"October";"41";1;2;2;0;0;"FB";"ESP";0;92;"Canceled";2015-10-09
"Resort Hotel";"0";52;"November";"46";2;3;2;0;0;"BB";"ESP";0;39.4;"Check-Out";2016-11-11
"City Hotel";"0";2;"November";"49";2;2;2;0;0;"BB";"TUR";0;89.89;"Check-Out";2016-11-27
"City Hotel";"0";159;"May";"21";0;4;0;3;0;"HB";"FRA";0;129.6;"Check-Out";2017-05-24
"City Hotel";"0";70;"April";"16";1;3;2;0;0;"SC";"FRA";0;90.56;"Check-Out";2016-04-14
"City Hotel";"0";12;"February";"8";2;1;2;0;0;"BB";"FRA";0;87;"Check-Out";2016-02-14
"City Hotel";"0";8;"March";"10";0;1;1;0;0;"BB";"PRT";0;86;"Check-Out";2016-03-02
"Resort Hotel";"1";333;"June";"26";0;2;2;0;0;"HB";"GBR";0;130.5;"Canceled";2017-06-29
"City Hotel";"0";10;"July";"28";1;1;1;0;0;"HB";"PRT";0;73;"Check-Out";2016-07-09
"City Hotel";"0";44;"January";"1";1;0;2;0;0;"BB";"PRT";0;65;"Check-Out";2017-01-01
"Resort Hotel";"1";60;"September";"36";1;1;3;1;0;"BB";"ESP";0;204;"Canceled";2016-09-03
"City Hotel";"0";71;"May";"19";2;2;2;0;0;"SC";"BEL";0;130.5;"Check-Out";2017-05-13
"City Hotel";"1";195;"July";"29";2;6;2;0;0;"BB";"AUT";0;126.14;"Canceled";2017-07-20
"City Hotel";"1";82;"April";"16";2;2;3;0;0;"BB";"CN";0;121.55;"Canceled";2016-04-16
"City Hotel";"1";150;"October";"45";2;0;2;0;0;"SC";"BRA";0;80.1;"Canceled";2016-10-30
"City Hotel";"0";377;"October";"42";0;2;2;0;0;"HB";"DEU";0;115;"Check-Out";2016-10-14
"City Hotel";"1";68;"February";"8";0;2;2;0;0;"BB";"PRT";0;75;"Canceled";2016-02-17
"Resort Hotel";"0";8;"May";"20";2;2;2;0;0;"BB";"GBR";0;89.18;"Check-Out";2017-05-14
"Resort Hotel";"1";0;"August";"34";0;1;2;0;0;"BB";"ESP";0;209;"Canceled";2016-08-20
"City Hotel";"1";66;"January";"3";2;6;3;0;0;"BB";"CHN";0;117.81;"Canceled";2017-01-21
"Resort Hotel";"0";152;"December";"52";1;1;2;0;0;"HB";"GBR";0;84.02;"Check-Out";2016-12-24
"Resort Hotel";"0";33;"May";"21";0;1;3;1;0;"HB";"IND";0;180;"Check-Out";2017-05-23
"City Hotel";"0";6;"November";"47";2;2;2;0;0;"BB";"BEL";0;91;"Check-Out";2016-11-13
"City Hotel";"0";82;"October";"45";1;3;2;0;0;"BB";"PRT";0;79.43;"Check-Out";2016-10-31
"Resort Hotel";"0";191;"August";"34";2;5;2;1;0;"Undefined";"PRT";0;169.98;"Check-Out";2017-08-24
"City Hotel";"1";56;"February";"5";0;2;2;0;0;"SC";"ITA";0;79.2;"Canceled";2017-02-03
"City Hotel";"1";160;"September";"40";1;3;2;0;0;"BB";"DEU";0;131.4;"Canceled";2016-09-29
"Resort Hotel";"0";29;"February";"7";1;3;2;0;0;"BB";"GBR";0;40.65;"Check-Out";2016-02-11
"City Hotel";"1";19;"March";"10";0;2;2;0;0;"BB";"ITA";0;111;"Canceled";2016-03-04
"City Hotel";"1";245;"September";"39";2;5;2;0;0;"BB";"BEL";0;107.59;"Canceled";2016-09-22
"City Hotel";"0";86;"May";"18";0;3;2;0;0;"BB";"CN";0;97.02;"Check-Out";2017-05-02
"Resort Hotel";"0";195;"March";"10";4;6;1;0;0;"BB";"GBR";0;41.94;"Check-Out";2017-03-05
"Resort Hotel";"0";6;"November";"48";2;8;2;0;0;"BB";"GBR";0;35.99;"Check-Out";2016-11-22
"City Hotel";"0";1;"November";"47";1;0;2;0;0;"BB";"PRT";0;121;"Check-Out";2016-11-14
"Resort Hotel";"0";151;"July";"28";2;4;2;2;0;"BB";"SWE";0;123.3;"Check-Out";2015-07-10
"City Hotel";"1";195;"September";"38";0;2;2;0;0;"BB";"PRT";0;48;"Canceled";2015-09-17
"City Hotel";"0";130;"January";"1";0;2;2;2;0;"BB";"DEU";0;165.6;"Check-Out";2017-01-03
"City Hotel";"1";186;"May";"22";0;2;2;0;0;"BB";"PRT";0;130;"Canceled";2017-05-30
"City Hotel";"0";314;"August";"31";0;4;2;0;0;"BB";"PRT";0;109.1;"Check-Out";2017-08-01
"City Hotel";"1";248;"December";"53";0;5;2;0;0;"SC";"FRA";0;70.55;"Canceled";2016-12-27
"City Hotel";"0";11;"December";"50";1;2;2;0;0;"BB";"ESP";0;96;"Check-Out";2015-12-11
"City Hotel";"0";67;"June";"27";2;0;3;0;0;"BB";"FIN";0;132.3;"Check-Out";2016-06-26
"City Hotel";"0";1;"November";"46";0;1;1;0;0;"BB";"ITA";0;79;"Check-Out";2015-11-14
"City Hotel";"0";60;"November";"47";2;4;2;0;0;"SC";"PRT";0;76;"Check-Out";2015-11-15
"City Hotel";"0";151;"March";"13";2;3;2;0;0;"BB";"NLD";0;59.5;"Check-Out";2016-03-20
"Resort Hotel";"0";26;"July";"30";2;3;2;0;0;"BB";"PRT";0;140;"Check-Out";2016-07-23
"City Hotel";"0";13;"May";"21";1;0;1;0;0;"BB";"PRT";0;125.4;"Check-Out";2017-05-22
"City Hotel";"1";105;"May";"22";0;3;2;0;0;"BB";"PRT";0;89.1;"No-Show";2017-05-30
"City Hotel";"1";105;"October";"42";1;2;2;0;0;"HB";"PRT";0;110;"Canceled";2015-10-12
"City Hotel";"0";7;"March";"11";0;1;1;0;0;"BB";"GBR";0;95;"Check-Out";2017-03-15
"City Hotel";"0";43;"January";"1";1;3;2;0;0;"SC";"PRT";0;74.8;"Check-Out";2017-01-02
"City Hotel";"1";277;"November";"46";1;2;2;0;0;"BB";"PRT";0;100;"Canceled";2016-11-07
"Resort Hotel";"0";33;"July";"31";2;5;2;0;0;"BB";"ROU";0;154;"Check-Out";2017-07-30
"City Hotel";"1";1;"February";"10";2;1;1;0;0;"BB";"PRT";0;60;"Canceled";2016-02-28
"Resort Hotel";"0";18;"December";"52";2;3;2;2;0;"BB";"GBR";0;111;"Check-Out";2016-12-24
"Resort Hotel";"0";31;"July";"31";1;2;2;0;0;"BB";"ESP";0;140.33;"Check-Out";2015-07-31
"Resort Hotel";"1";18;"July";"31";3;5;2;0;0;"BB";"PRT";0;152.1;"Canceled";2017-07-30
"City Hotel";"0";94;"May";"18";0;2;2;0;0;"BB";"BEL";0;126;"Check-Out";2017-05-05
"Resort Hotel";"0";27;"July";"30";0;5;3;0;0;"HB";"PRT";0;253.54;"Check-Out";2017-07-25
"City Hotel";"0";63;"November";"46";0;3;2;0;0;"SC";"BEL";0;118.33;"Check-Out";2016-11-10
"City Hotel";"0";123;"April";"17";1;3;2;0;0;"BB";"FRA";0;105.75;"Check-Out";2017-04-24
"City Hotel";"0";44;"March";"9";0;3;2;0;0;"BB";"PRT";0;75;"Check-Out";2017-03-02
"City Hotel";"0";15;"October";"41";0;2;2;0;0;"BB";"PRT";0;170;"Check-Out";2016-10-07
"City Hotel";"1";129;"April";"14";2;3;2;2;0;"BB";"PRT";0;168;"Canceled";2017-04-08
"City Hotel";"0";160;"August";"33";2;0;2;0;0;"BB";"DEU";0;72.25;"Check-Out";2016-08-07
"Resort Hotel";"0";60;"July";"30";2;3;2;0;0;"BB";"USA";0;270;"Check-Out";2017-07-29
"Resort Hotel";"0";28;"December";"49";2;2;2;2;0;"HB";"ESP";0;145;"Check-Out";2016-12-03
"City Hotel";"1";87;"September";"39";2;3;2;0;0;"BB";"PRT";0;170;"Canceled";2015-09-25
"City Hotel";"1";62;"August";"31";2;3;2;0;0;"BB";"PRT";0;152;"Canceled";2017-08-03
"City Hotel";"1";259;"April";"15";2;4;2;0;0;"SC";"SWE";0;99;"No-Show";2017-04-12
"City Hotel";"0";17;"July";"29";0;2;2;0;0;"SC";"PRT";0;101.68;"Check-Out";2017-07-20
"Resort Hotel";"0";1;"April";"15";0;2;1;0;0;"BB";"PRT";0;50;"Check-Out";2016-04-05
"Resort Hotel";"0";0;"December";"50";0;3;2;0;0;"BB";"FIN";0;58.2;"Check-Out";2015-12-09
"Resort Hotel";"0";1;"March";"11";1;0;2;0;0;"BB";"FRA";0;48;"Check-Out";2016-03-07
"Resort Hotel";"1";48;"January";"5";0;2;2;0;0;"HB";"PRT";0;55;"Canceled";2016-01-29
"City Hotel";"1";99;"February";"8";0;1;2;0;0;"BB";"PRT";0;80;"Canceled";2016-02-19
"City Hotel";"1";20;"January";"5";2;1;2;0;0;"SC";"FRA";0;75;"Canceled";2016-01-30
"City Hotel";"1";67;"February";"7";2;0;2;0;0;"BB";"PRT";0;80;"Canceled";2017-02-12
"Resort Hotel";"0";139;"October";"43";2;5;3;0;0;"HB";"FRA";0;96.4;"Check-Out";2016-10-21
"City Hotel";"0";47;"December";"51";0;1;1;0;0;"BB";"PRT";0;65;"Check-Out";2015-12-16
"City Hotel";"0";65;"May";"20";1;3;2;0;0;"BB";"FIN";0;162;"Check-Out";2017-05-15
"City Hotel";"0";6;"September";"36";0;3;2;0;0;"BB";"PRT";0;117.67;"Check-Out";2015-09-03
"Resort Hotel";"1";181;"March";"9";6;19;2;0;0;"HB";"PRT";0;58.6;"Canceled";2017-03-01
"City Hotel";"0";0;"October";"44";1;1;2;0;0;"BB";"ESP";0;12;"Check-Out";2016-10-29
"City Hotel";"0";29;"April";"15";0;2;3;0;0;"BB";"DEU";0;229;"Check-Out";2017-04-11
"City Hotel";"1";99;"May";"21";2;1;2;0;0;"HB";"DEU";0;178.2;"Canceled";2017-05-21
"Resort Hotel";"0";73;"February";"7";1;2;2;0;0;"BB";"GBR";0;40;"Check-Out";2017-02-17
"Resort Hotel";"1";350;"August";"35";3;8;2;2;0;"BB";"GBR";0;219.45;"Canceled";2017-08-31
"Resort Hotel";"0";63;"April";"14";0;3;2;0;0;"BB";"FIN";0;73.15;"Check-Out";2017-04-06
"Resort Hotel";"0";20;"January";"2";2;5;2;0;0;"BB";"FRA";0;52.8;"Check-Out";2016-01-04
"City Hotel";"0";76;"July";"30";1;2;2;0;0;"SC";"GBR";0;126.67;"Check-Out";2017-07-24
"City Hotel";"0";423;"July";"29";1;1;2;0;0;"HB";"DEU";0;122.4;"Check-Out";2017-07-22
"Resort Hotel";"1";96;"July";"29";2;2;2;0;0;"HB";"PRT";0;147;"Canceled";2015-07-18
"City Hotel";"0";55;"January";"2";0;1;2;0;0;"BB";"BRA";0;93.6;"Check-Out";2017-01-14
"City Hotel";"0";0;"November";"47";0;0;0;0;0;"BB";"PRT";0;0;"Check-Out";2016-11-19
"City Hotel";"0";1;"October";"42";0;2;2;0;0;"BB";"FRA";0;100.8;"Check-Out";2015-10-14
"City Hotel";"0";91;"April";"15";2;3;2;0;0;"HB";"PRT";0;95.94;"Check-Out";2016-04-03
"City Hotel";"1";395;"March";"13";1;2;2;0;0;"BB";"PRT";0;62.8;"Canceled";2016-03-21
"Resort Hotel";"1";18;"July";"31";3;5;2;0;0;"BB";"PRT";0;152.1;"Canceled";2017-07-30
"City Hotel";"1";104;"April";"16";2;2;1;0;0;"SC";"ITA";0;76.5;"Canceled";2016-04-15
"City Hotel";"0";293;"July";"27";2;5;2;0;0;"BB";"DNK";0;107.1;"Check-Out";2017-07-08
"Resort Hotel";"0";180;"October";"40";2;1;2;0;0;"BB";"GBR";0;55;"Check-Out";2016-10-01
"Resort Hotel";"0";177;"July";"28";2;6;2;0;0;"FB";"PRT";0;142.2;"Check-Out";2016-07-09
"City Hotel";"1";147;"July";"30";1;5;2;0;0;"BB";"PRT";0;78.76;"Canceled";2016-07-18
"Resort Hotel";"0";74;"January";"2";0;1;2;0;0;"BB";"BRA";0;42;"Check-Out";2017-01-12
"City Hotel";"1";140;"April";"17";2;2;2;0;0;"BB";"PRT";0;130;"Canceled";2017-04-28
"Resort Hotel";"1";108;"April";"18";2;2;2;0;0;"HB";"PRT";0;84;"Canceled";2016-04-29
"Resort Hotel";"1";20;"June";"27";0;3;2;0;0;"BB";"PRT";0;129;"Canceled";2016-06-30
"City Hotel";"1";26;"July";"27";1;1;2;0;0;"BB";"DEU";0;151;"Canceled";2016-07-02
"City Hotel";"0";82;"April";"14";1;2;2;0;0;"BB";"FRA";0;93.48;"Check-Out";2017-04-07
"Resort Hotel";"0";12;"March";"12";1;1;2;0;0;"BB";"PRT";0;0;"Check-Out";2017-03-25
"City Hotel";"1";273;"July";"29";0;2;2;0;0;"HB";"PRT";0;101.5;"Canceled";2015-07-17
"Resort Hotel";"1";132;"June";"23";0;4;2;0;0;"BB";"CHE";0;140;"Canceled";2017-06-06
"City Hotel";"0";139;"May";"21";0;3;2;0;0;"BB";"BEL";0;139.5;"Check-Out";2017-05-24
"City Hotel";"0";32;"April";"18";0;1;2;1;0;"HB";"PRT";0;165.15;"Check-Out";2016-04-27
"Resort Hotel";"0";158;"July";"29";2;2;2;0;0;"BB";"CN";0;118;"Check-Out";2017-07-16
"City Hotel";"1";355;"October";"41";0;2;2;0;0;"BB";"PRT";0;62;"Canceled";2015-10-07
"Resort Hotel";"1";198;"October";"41";2;7;2;0;0;"BB";"DEU";0;62.56;"Canceled";2016-10-05
"Resort Hotel";"0";109;"August";"32";4;7;2;0;0;"BB";"ESP";0;134;"Check-Out";2015-08-02
"Resort Hotel";"0";28;"November";"48";0;0;2;0;0;"BB";"PRT";0;0;"Check-Out";2015-11-28
"City Hotel";"0";239;"June";"26";2;3;2;0;0;"BB";"GBR";0;109.08;"Check-Out";2017-06-30
"Resort Hotel";"0";22;"July";"30";0;2;2;0;0;"BB";"ESP";0;153;"Check-Out";2015-07-24
"Resort Hotel";"0";10;"March";"13";2;2;2;0;0;"HB";"ROU";0;110;"Check-Out";2016-03-25
"City Hotel";"1";30;"September";"40";0;2;2;0;0;"HB";"PRT";0;121;"Canceled";2015-09-30
"City Hotel";"0";2;"February";"6";0;1;2;0;0;"SC";"ESP";0;81;"Check-Out";2016-02-06
"City Hotel";"1";73;"April";"14";1;3;2;0;0;"BB";"PRT";0;105;"Canceled";2017-04-03
"Resort Hotel";"1";91;"November";"49";3;7;2;0;0;"HB";"PRT";0;66;"Canceled";2015-11-30
"City Hotel";"0";65;"February";"7";2;4;2;0;0;"BB";"FRA";0;79.02;"Check-Out";2016-02-11
"Resort Hotel";"0";35;"November";"45";4;7;1;0;0;"BB";"AUT";0;36;"Check-Out";2015-11-06
"City Hotel";"0";15;"September";"37";0;2;2;0;0;"BB";"FRA";0;105;"Check-Out";2015-09-09
"Resort Hotel";"0";287;"October";"42";1;3;2;0;0;"BB";"BEL";0;50.5;"Check-Out";2015-10-15
"City Hotel";"0";25;"February";"8";2;3;2;0;0;"BB";"FRA";0;63.17;"Check-Out";2017-02-19
"City Hotel";"0";48;"August";"34";2;2;3;0;0;"BB";"BRA";0;168.3;"Check-Out";2016-08-20
"Resort Hotel";"0";221;"October";"41";1;1;2;0;0;"HB";"FRA";0;74;"Check-Out";2015-10-10
"City Hotel";"1";23;"October";"41";0;1;2;0;0;"BB";"PRT";0;90;"Canceled";2015-10-07
"City Hotel";"1";17;"February";"9";2;1;1;0;0;"BB";"PRT";0;75;"Canceled";2017-02-26
"City Hotel";"1";88;"September";"39";2;2;2;0;0;"BB";"PRT";0;170;"Canceled";2015-09-26
"City Hotel";"0";273;"July";"29";0;2;2;0;0;"HB";"PRT";0;109;"Check-Out";2015-07-17
"City Hotel";"0";189;"July";"30";2;3;2;0;0;"BB";"GBR";0;99.45;"Check-Out";2016-07-17
"City Hotel";"1";9;"March";"9";0;1;2;0;0;"BB";"ITA";0;108;"Canceled";2017-03-04
"City Hotel";"1";50;"April";"15";2;3;2;0;0;"BB";"FRA";0;126;"Canceled";2017-04-09
"City Hotel";"0";69;"September";"37";0;2;2;0;0;"BB";"PRT";0;62;"Check-Out";2015-09-09
"Resort Hotel";"0";84;"May";"20";2;5;2;0;0;"HB";"GBR";0;72.75;"Check-Out";2016-05-12
"Resort Hotel";"0";1;"December";"51";0;2;1;0;0;"BB";"";0;38;"Check-Out";2015-12-15
"City Hotel";"0";59;"January";"5";0;1;1;0;0;"BB";"PRT";0;80;"Check-Out";2016-01-28
"City Hotel";"1";146;"April";"17";0;1;2;0;0;"BB";"BRA";0;130.5;"Canceled";2017-04-29
"City Hotel";"1";393;"April";"16";2;1;2;0;0;"BB";"PRT";0;90;"Canceled";2017-04-22
"Resort Hotel";"0";96;"April";"17";1;1;2;0;0;"BB";"PRT";0;76.5;"Check-Out";2017-04-29
"City Hotel";"0";98;"February";"7";1;2;2;0;0;"SC";"ITA";0;79.2;"Check-Out";2017-02-13
"City Hotel";"0";48;"May";"18";1;3;2;0;0;"BB";"FRA";0;115.6;"Check-Out";2017-05-04
"City Hotel";"0";6;"April";"17";2;5;1;0;0;"BB";"BGD";0;259.29;"Check-Out";2017-04-25
"City Hotel";"0";215;"August";"34";2;5;2;0;0;"BB";"NLD";0;99.45;"Check-Out";2016-08-20
"City Hotel";"0";62;"March";"13";2;2;2;2;0;"BB";"SWE";0;214.5;"Check-Out";2017-03-31
"City Hotel";"1";27;"June";"24";0;1;2;0;0;"BB";"PRT";0;120;"Canceled";2016-06-09
"City Hotel";"1";284;"April";"17";0;3;2;0;0;"SC";"SWE";0;99;"Canceled";2017-04-27
"City Hotel";"0";10;"August";"34";0;2;2;2;0;"BB";"ESP";0;153;"Check-Out";2015-08-20
"City Hotel";"0";122;"June";"27";0;1;2;0;0;"SC";"ESP";0;85.5;"Check-Out";2016-06-30
"City Hotel";"0";114;"October";"42";0;2;2;0;0;"BB";"PRT";0;130;"Check-Out";2016-10-13
"Resort Hotel";"0";34;"March";"13";2;3;2;0;0;"BB";"ESP";0;74.2;"Check-Out";2016-03-24
"City Hotel";"0";62;"October";"44";1;1;2;1;0;"BB";"ESP";0;139.5;"Check-Out";2016-10-29
"City Hotel";"0";163;"August";"34";1;2;2;2;0;"HB";"ITA";0;240;"Check-Out";2017-08-21
"City Hotel";"0";181;"July";"27";2;3;2;0;0;"BB";"CN";0;86.63;"Check-Out";2017-07-07
"City Hotel";"0";111;"October";"42";1;2;1;0;0;"BB";"PRT";0;120;"Check-Out";2016-10-10
"Resort Hotel";"0";5;"January";"3";0;1;2;0;0;"HB";"PRT";0;78;"Check-Out";2016-01-16
"City Hotel";"0";54;"February";"9";0;4;3;0;0;"BB";"JPN";0;116.88;"Check-Out";2017-02-28
"City Hotel";"1";18;"January";"5";2;5;3;0;0;"SC";"PRT";0;70.4;"Canceled";2017-01-30
"City Hotel";"0";218;"June";"24";0;3;3;0;0;"BB";"GBR";0;180.5;"Check-Out";2017-06-15
"Resort Hotel";"1";162;"August";"33";2;5;2;0;0;"HB";"ITA";0;235.57;"Canceled";2016-08-13
"Resort Hotel";"0";59;"September";"39";2;0;2;0;0;"BB";"POL";0;86;"Check-Out";2016-09-18
"Resort Hotel";"0";218;"May";"18";0;2;2;0;0;"BB";"ROU";0;54;"Check-Out";2017-05-03
"City Hotel";"0";41;"April";"16";1;2;2;0;0;"BB";"DEU";0;112;"Check-Out";2017-04-17
"City Hotel";"0";24;"September";"36";0;2;2;0;0;"BB";"USA";0;80.85;"Check-Out";2015-09-03
"City Hotel";"0";0;"June";"26";1;0;1;0;0;"SC";"PRT";0;129;"Check-Out";2016-06-19
"City Hotel";"1";433;"September";"38";0;2;2;0;0;"BB";"PRT";0;62;"Canceled";2016-09-15
"City Hotel";"1";98;"December";"53";1;3;3;0;0;"BB";"PRT";0;91.4;"Canceled";2016-12-26
"City Hotel";"1";55;"April";"17";2;2;2;0;0;"BB";"TUR";0;162;"Canceled";2017-04-23
"City Hotel";"1";58;"November";"47";1;2;1;0;0;"BB";"LUX";0;86.4;"Canceled";2016-11-18
"Resort Hotel";"0";139;"June";"24";2;4;2;0;0;"HB";"ESP";0;90;"Check-Out";2016-06-09
"City Hotel";"0";45;"June";"26";2;2;2;0;0;"BB";"PRT";0;79.33;"Check-Out";2016-06-19
"Resort Hotel";"0";43;"January";"4";1;2;2;0;0;"BB";"ITA";0;48;"Check-Out";2017-01-27
"Resort Hotel";"0";321;"July";"31";1;3;2;1;0;"HB";"PRT";0;168.62;"Check-Out";2017-07-31
"City Hotel";"0";47;"April";"17";1;2;2;0;0;"BB";"GBR";0;135;"Check-Out";2017-04-24
"City Hotel";"0";116;"May";"21";1;2;2;0;0;"SC";"LUX";0;126;"Check-Out";2017-05-26
"Resort Hotel";"0";160;"September";"37";4;10;1;0;0;"HB";"GBR";0;53.55;"Check-Out";2015-09-10
"Resort Hotel";"0";0;"January";"4";0;1;2;0;0;"BB";"AUT";0;45;"Check-Out";2016-01-19
"City Hotel";"1";280;"September";"39";1;2;2;0;0;"BB";"PRT";35;110;"Canceled";2016-09-19
"Resort Hotel";"0";90;"August";"33";0;0;2;0;0;"BB";"PRT";0;0;"Check-Out";2015-08-11
"City Hotel";"0";154;"March";"13";2;2;2;2;0;"BB";"FRA";0;178.73;"Check-Out";2017-03-31
"Resort Hotel";"0";110;"June";"25";3;6;2;0;0;"HB";"TGO";0;152;"Check-Out";2017-06-19
"Resort Hotel";"0";30;"February";"6";2;5;2;0;0;"HB";"GBR";0;64.12;"Check-Out";2017-02-09
"City Hotel";"0";12;"December";"51";1;0;2;0;0;"BB";"ITA";0;104;"Check-Out";2016-12-12
"City Hotel";"0";15;"August";"36";0;2;2;0;0;"BB";"CHN";0;117;"Check-Out";2016-08-30
"Resort Hotel";"1";106;"March";"13";1;3;2;0;0;"FB";"PRT";0;84;"Canceled";2016-03-24
"Resort Hotel";"1";259;"September";"38";0;3;2;0;0;"BB";"GBR";0;40.05;"Canceled";2015-09-17
"City Hotel";"0";115;"June";"26";2;3;2;0;0;"BB";"GBR";0;101.66;"Check-Out";2016-06-19
"City Hotel";"0";84;"September";"37";0;1;1;0;0;"BB";"PRT";0;65;"Check-Out";2016-09-07
"Resort Hotel";"0";34;"July";"29";2;0;2;2;0;"BB";"BEL";0;193;"Check-Out";2015-07-12
"City Hotel";"1";80;"March";"13";0;2;2;0;0;"BB";"PRT";0;90;"Canceled";2017-03-31
"City Hotel";"1";314;"October";"42";0;3;2;0;0;"BB";"PRT";68;75;"Canceled";2016-10-12
"Resort Hotel";"0";1;"November";"46";0;1;2;0;0;"BB";"PRT";0;96;"Check-Out";2016-11-08
"City Hotel";"0";36;"March";"10";1;3;2;0;0;"BB";"GBR";0;100.3;"Check-Out";2017-03-06
"City Hotel";"0";14;"August";"34";2;3;2;0;0;"BB";"FRA";0;166;"Check-Out";2016-08-14
"Resort Hotel";"1";284;"August";"33";0;5;3;0;0;"BB";"PRT";0;174.6;"Canceled";2017-08-15
"City Hotel";"0";63;"July";"30";1;1;3;0;0;"BB";"PRT";0;137.7;"Check-Out";2016-07-18
"Resort Hotel";"1";219;"June";"26";2;6;2;0;0;"HB";"GBR";0;140;"Canceled";2017-06-28
"City Hotel";"0";156;"July";"30";1;2;2;0;0;"SC";"GBR";0;90;"Check-Out";2017-07-28
"City Hotel";"0";14;"July";"30";0;2;2;0;0;"BB";"PRT";0;105;"Check-Out";2016-07-21
"City Hotel";"0";0;"January";"3";1;0;2;0;0;"SC";"USA";0;54.02;"Check-Out";2016-01-10
"Resort Hotel";"0";121;"March";"13";2;5;2;0;0;"HB";"GBR";0;55.49;"Check-Out";2017-03-28
"City Hotel";"0";6;"August";"36";1;3;2;0;0;"BB";"FRA";0;112.88;"Check-Out";2016-08-29
"City Hotel";"1";7;"March";"13";0;1;1;0;0;"BB";"ZAF";0;108;"Canceled";2017-03-29
"City Hotel";"0";118;"June";"27";3;6;2;0;0;"BB";"FIN";0;90.5;"Check-Out";2016-06-27
"City Hotel";"1";233;"October";"42";1;2;2;0;0;"BB";"PRT";0;90;"Canceled";2016-10-14
"City Hotel";"1";105;"May";"20";0;2;1;0;0;"BB";"PRT";0;160;"Canceled";2017-05-19
"Resort Hotel";"0";154;"August";"36";1;5;2;0;0;"BB";"ESP";0;161.5;"Check-Out";2016-08-29
"City Hotel";"0";94;"April";"15";2;2;2;1;0;"SC";"FRA";0;96.13;"Check-Out";2016-04-08
"City Hotel";"1";62;"April";"14";0;3;1;0;0;"BB";"PRT";0;135;"Canceled";2017-04-06
"City Hotel";"0";0;"September";"37";0;4;2;2;0;"BB";"PRT";0;195;"Check-Out";2015-09-08
"Resort Hotel";"0";246;"June";"25";2;7;2;0;0;"BB";"GBR";0;72;"Check-Out";2016-06-17
"Resort Hotel";"0";275;"April";"16";2;5;2;0;0;"HB";"BRA";0;74.45;"Check-Out";2016-04-10
"Resort Hotel";"0";74;"August";"34";3;6;2;0;0;"BB";"PRT";0;107;"Check-Out";2015-08-17
"City Hotel";"0";94;"June";"22";0;1;2;0;0;"BB";"PRT";0;0;"Check-Out";2017-06-02
"Resort Hotel";"0";38;"August";"33";2;0;2;0;0;"Undefined";"PRT";0;367;"Check-Out";2017-08-13
"Resort Hotel";"0";30;"March";"11";0;2;1;0;0;"BB";"PRT";0;25;"Check-Out";2016-03-11
"City Hotel";"0";168;"April";"15";1;3;2;0;0;"BB";"DEU";0;119.25;"Check-Out";2017-04-10
"City Hotel";"1";68;"February";"8";0;2;2;0;0;"BB";"PRT";0;75;"Canceled";2016-02-17
"City Hotel";"1";44;"February";"8";0;3;2;0;0;"BB";"PRT";3;75;"Canceled";2016-02-17
"City Hotel";"1";259;"May";"19";0;3;2;0;0;"BB";"PRT";60;90;"Canceled";2016-05-05
"Resort Hotel";"0";233;"September";"38";2;5;2;0;0;"BB";"GBR";0;64.9;"Check-Out";2016-09-11
"City Hotel";"1";34;"February";"8";4;9;2;0;0;"BB";"AGO";0;84.69;"Canceled";2016-02-19
"City Hotel";"0";22;"August";"34";0;2;2;0;0;"BB";"POL";0;149.5;"Check-Out";2017-08-24
"City Hotel";"0";4;"September";"36";2;3;2;0;0;"BB";"NLD";0;162;"Check-Out";2016-09-02
"City Hotel";"0";46;"July";"28";1;2;2;0;0;"SC";"NOR";0;120;"Check-Out";2017-07-10
"City Hotel";"1";71;"June";"25";0;3;1;0;0;"BB";"PRT";0;120;"Canceled";2016-06-14
